"Data Source: 2016 Dataset (released March 2018)"
" "
"Facility name","TRI ID","Address","City","County","State","Zip Code","Year","Chemical","CAS","Federal (F) or Commercial (C)","Form Type (Form R or A)","Industry","Fugitive Air","Stack Air","Total Air","Surface Water Discharge","Underground Injection","Land Disposal","Total on-site release","Off-site release","Total on- and off-site releases","Transfer to recycling","Transfer to energy recovery","Transfer to treatment","Transfer to POTWs","Other off-site transfer","Total transfers off-site for waste management","Recycled on-site","Recycled off-site","Energy recovery on-site","Energy recovery off-site","Treated on-site","Treated off-site","Quantity released on- and off-site","Total production-related waste managed","Non production-related waste managed"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","CRESOL (MIXED ISOMERS)","'001319773'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     10146.0000000","     10146.0000000",".","     10146.0000000",".",".","       545.2200000","          .0000000","       545.2200000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","       545.2200000","     10146.0000000","     10691.2200000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","CYANIDE COMPOUNDS","'N106'","C","R","NAICS 2122 - Metal Mining","          .0000000","      1180.7100000","      1180.7100000","        58.4200000","          .0000000","          .0000000","      1239.1300000",".","      1239.1300000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1239.1300000","      1239.1300000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","DIOXIN AND DIOXIN-LIKE COMPOUNDS","'N150'","C","R","NAICS 2122 - Metal Mining","          .0004038","          .0007295","          .0011333","          .0000000","          .0000000","          .0000000","          .0011333",".","          .0011333",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0011333","          .0011333","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)","'007647010'","C","R","NAICS 2122 - Metal Mining","          .0000000","      5518.3700000","      5518.3700000","          .0000000","          .0000000","          .0000000","      5518.3700000",".","      5518.3700000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      5518.3700000","      5518.3700000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","LEAD COMPOUNDS","'N420'","C","R","NAICS 2122 - Metal Mining","       461.6100000","        16.1500000","       477.7600000","        14.6100000","          .0000000","  23233664.9600000","  23234157.3300000","     16611.0300000","  23250768.3600000","       589.9400000",".",".","          .0000000","     17200.9700000","          .0000000","          589.9400000","          .0000000","          .0000000","          .0000000","          .0000000","  23250768.3600000","  23251358.3000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","MANGANESE COMPOUNDS","'N450'","C","R","NAICS 2122 - Metal Mining","        28.6200000","        58.8400000","        87.4600000","       500.0000000","          .0000000","    245488.4600000","    246075.9200000","          .0300000","    246075.9500000","          .0100000",".",".","          .0000000","          .0400000","          .0000000","             .0100000","          .0000000","          .0000000","          .0000000","          .0000000","    246075.9500000","    246075.9600000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","MERCURY COMPOUNDS","'N458'","C","R","NAICS 2122 - Metal Mining","          .6700000","        28.7000000","        29.3700000","          .0210000","          .0000000","     35482.6700000","     35512.0610000","          .0000000","     35512.0610000","         3.0200000",".",".","          .0000000","         3.0200000","          .0000000","            3.0200000","          .0000000","          .0000000","          .0000000","          .0000000","     35512.0610000","     35515.0810000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","NICKEL COMPOUNDS","'N495'","C","R","NAICS 2122 - Metal Mining","        58.2700000","        24.0500000","        82.3200000","      1007.2800000","          .0000000","     74535.0000000","     75624.6000000","          .0300000","     75624.6300000","          .0400000",".",".","          .0000000","          .0700000","          .0000000","             .0400000","          .0000000","          .0000000","          .0000000","          .0000000","     75624.4000000","     75624.4400000","          .2300000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","NITRATE COMPOUNDS","'N511'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000",".","          .0000000",".",".","          .0000000","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","SELENIUM COMPOUNDS","'N725'","C","R","NAICS 2122 - Metal Mining","         4.2600000","       113.0700000","       117.3300000","        72.5500000","          .0000000","      1099.1200000","      1289.0000000","          .0000000","      1289.0000000","          .2800000",".",".","          .0000000","          .2800000","          .0000000","             .2800000","          .0000000","          .0000000","          .0000000","          .0000000","      1289.0000000","      1289.2800000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","SILVER COMPOUNDS","'N740'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .0000000","          .0000000","       500.0000000","          .0000000","       146.4500000","       646.4500000","          .0000000","       646.4500000",".",".",".","          .0000000","          .0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","       646.4500000","       646.4500000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","THALLIUM COMPOUNDS","'N760'","C","R","NAICS 2122 - Metal Mining","          .0000000","          .8200000","          .8200000","       500.0000000","          .0000000","       101.3500000","       602.1700000","          .0000000","       602.1700000","          .7500000",".",".","          .0000000","          .7500000","          .0000000","             .7500000","          .0000000","          .0000000","          .0000000","          .0000000","       602.1700000","       602.9200000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","VANADIUM COMPOUNDS","'N770'","C","R","NAICS 2122 - Metal Mining","         5.2600000","        86.2500000","        91.5100000","       500.0000000","          .0000000","     26363.2200000","     26954.7300000","          .0000000","     26954.7300000","          .0200000",".",".","          .0000000","          .0200000","          .0000000","             .0200000","          .0000000","          .0000000","          .0000000","          .0000000","     26954.7300000","     26954.7500000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2009","ZINC COMPOUNDS","'N982'","C","R","NAICS 2122 - Metal Mining","        49.1700000","       100.0200000","       149.1900000","       335.7000000","          .0000000","     20560.9600000","     21045.8500000","          .0300000","     21045.8800000","         8.5600000",".",".","          .0000000","         8.5900000","          .0000000","            8.5600000","          .0000000","          .0000000","          .0000000","          .0000000","     21045.6500000","     21054.2100000","          .2300000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2010","AMMONIA","'007664417'","C","R","NAICS 2122 - Metal Mining","      3369.1800000","       766.0200000","      4135.2000000","          .0000000","          .0000000","          .0000000","      4135.2000000",".","      4135.2000000",".",".","       206.2100000","          .0000000","       206.2100000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","       206.2100000","      4135.2000000","      4341.4100000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2010","ANTIMONY COMPOUNDS","'N010'","C","R","NAICS 2122 - Metal Mining","          .0000000","         1.7900000","         1.7900000","       500.0000000","          .0000000","      1116.0000000","      1617.7900000","         4.0600000","      1621.8500000",".",".",".","          .0000000","         4.0600000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","      1621.8500000","      1621.8500000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2010","ARSENIC COMPOUNDS","'N020'","C","R","NAICS 2122 - Metal Mining","         2.1500000","        13.2700000","        15.4200000","       101.7100000","          .0000000","     30936.5000000","     31053.6300000","       329.0000000","     31382.6300000",".",".",".","          .0000000","       329.0000000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","     31382.6300000","     31382.6300000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2010","CADMIUM COMPOUNDS","'N078'","C","R","NAICS 2122 - Metal Mining","          .0000000","         5.3300000","         5.3300000","        18.6100000","          .0000000","       121.9900000","       145.9300000","       152.6700000","       298.6000000","          .0100000",".",".","          .0000000","       152.6800000","          .0000000","             .0100000","          .0000000","          .0000000","          .0000000","          .0000000","       298.6000000","       298.6100000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2010","CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","'N090'","C","R","NAICS 2122 - Metal Mining","        80.3500000","        81.6100000","       161.9600000","       500.0000000","          .0000000","  13790915.1600000","  13791577.1200000","          .5400000","  13791577.6600000",".",".",".","          .0000000","          .5400000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","  13791577.6600000","  13791577.6600000","          .0000000"
"KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT","84006KNNCT12300","8362 WEST 10200 SOUTH","BINGHAM CANYON","SALT LAKE","UT","'84006'","2010","COPPER COMPOUNDS","'N100'","C","R","NAICS 2122 - Metal Mining","       470.3100000","        79.1600000","       549.4700000","       287.4900000","          .0000000","  45870324.2600000","  45871161.2200000","      1831.3500000","  45872992.5700000",".",".",".","          .0000000","      1831.3500000","          .0000000","             .0000000","          .0000000","          .0000000","          .0000000","          .0000000","  45872992.5700000","  45872992.5700000","          .0000000"
